67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,67,67,67,67,67
67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,67,67,67,67,67,67
67,67,67,67,67,67,0,0,0,0,0,0,67,67,67,67,67,0,0,0,0,0,67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,67,67,67,67,67,67,67
67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,67,67,67,67,0,0,0,0,0,0,67,67,67,67,67,67,67,67,67
67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,67,67,67,0,0,0,0,0,67,67,67,67,67,67,67,67,67,67
67,67,0,0,0,0,0,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,67,67,0,0,0,0,67,67,67,67,67,67,67,67,67,67,67
67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,0,0,67,67,67,67,67,0,0,0,0,67,67,67,67,67,67,67,67,67,67,67
67,67,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,67,67,67,67,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67
67,0,0,0,0,0,0,0,0,0,0,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,67,67,67,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67
