67,67,2,2,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,2,2,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,67,67,67,67,0,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
2,67,67,0,0,0,0,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0,67,67,67,67,67,67,67,0,0,67,67,67,67,67,67,67,67
2,67,0,0,0,0,0,0,0,0,67,67,67,67,0,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,67,67,67,67,0,0,0,0,67,67,67,67,67,67,67
67,67,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,67,67,0,0,0,0,67,67,0,0,0,0,0,67,67,67,0,0,0,0,0,0,67,67,67,67,67,67
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,67,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,67,67,67,67,67
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,67,67,67,67
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,67,67,67,67
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67
67,82,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67
2,67,67,82,82,82,82,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67
2,2,2,67,2,2,2,67,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67
2,67,2,2,67,67,2,67,67,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67
2,2,2,2,2,2,2,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,67,67
2,2,0,0,0,2,2,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,67
2,0,0,0,0,0,2,67,67,67,82,98,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,66,82,66,67,67,67
2,0,0,0,0,0,2,0,0,67,67,67,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,67,67,67,0,0,67
2,0,0,0,0,0,2,0,0,67,67,67,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,67,67,67,0,0,67
2,0,0,0,0,0,2,0,0,67,67,67,82,82,82,82,82,82,82,67,4,0,0,0,0,0,0,0,0,0,242,67,82,82,82,82,82,82,82,67,67,67,0,0,67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16,16,16,16,16,16,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,98,0,0,0,66,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
2,67,2,2,2,67,2,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
67,2,2,2,2,2,2,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
2,2,2,67,2,2,2,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
2,2,2,2,2,2,2,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,0,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
2,2,67,67,2,2,2,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
2,2,2,2,2,2,2,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
